# source_sha256	72411efdd597482bc1b3bb394dbba002107feb27dca33bd6934b46008668994c	 sheet	Analysis Report
STLA 技術安全需求分析報告_SYSRA \nSTLA Technical Safety Requirement Analysis Report_SYSRA																																																											
Sys-RA-VF665_V42_VSM-013		 2019/23/08\n		VF665_V42_P637MCA_VF_5288	VF665_V42_P637MCA	ATL-Mi	01.02	VF_5288	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-014		 Francesca Farolfi\n		VF665_V42_P637MCA_VF_5289	VF665_V42_P637MCA	ATL-Mi	01.02	VF_5289	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-015		 First release\nCarry-Over document from: N.A.\nDerived document from: VF665_V42_R1_P250MCA\n		VF665_V42_P637MCA_VF_5290	VF665_V42_P637MCA	ATL-Mi	01.02	VF_5290	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-016		 2020/02/18\n		VF665_V42_P637MCA_VF_6671	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6671	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-017		 Francesca Farolfi\n		VF665_V42_P637MCA_VF_6672	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6672	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-018		 CR14128\nSRXX-2743 (JIRA)\n1) Paragraph: Functional Requirement\nChanges: updated Units paragraph \n		VF665_V42_P637MCA_VF_6673	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6673	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-019		 2020/05/15\n		VF665_V42_P637MCA_VF_6679	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6679	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-020		 Francesca Farolfi\n		VF665_V42_P637MCA_VF_6680	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6680	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-021		 CR14506\n1) Paragraph: Functional Diagram\nChanges: added IPC_VEHICLE_SETUP2.PassiveEntrySelection and TELEMATIC_VEHICLE_SETUP2.PassiveEntrySelection_Req B-CAN signals and PassiveEntrySelection.Req internal signal. Added Passive_Entry_Types PROXI parameter\nRemoved IPC_VEHICLE_SETUP.AutomaticResetTripB and TELEMATIC_VEHICLE_SETUP.AutomaticResetTripB_Req \n2) Paragraph: Functional Requirements\nChanges: updated Passive Entry paragraph and removed Automatic Reset Trip B paragraph\n		VF665_V42_P637MCA_VF_6681	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6681	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-022		 2020/10/14\n		VF665_V42_P637MCA_VF_6705	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6705	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-023		 Pasquale De Marco\n		VF665_V42_P637MCA_VF_6706	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6706	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-024		 CR15139\n1) Paragraph: Functional Diagram                                         \nChanges: added       IPC_VEHICLE_SETUP4.HeadlampOnWit*HWiperEnable and TELEMATIC_VEHICLE_SETUP4.HeadlampOnWit*HWiperEnable _Req B-CAN signals;\nadded HeadlampOnWit*HWiperEnable.Req internal signal;\nadded Headlamp_On_With_Wiper PROXI parameter\n2) Paragraph: Functional Requirements\nChanges: added Headlamps On with Wipers on paragraph\n		VF665_V42_P637MCA_VF_6707	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6707	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-025		 2021/03/02\n		VF665_V42_P637MCA_VF_6723	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6723	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-026		 Pasquale De Marco\n		VF665_V42_P637MCA_VF_6724	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6724	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-027		 CR15585: \n·Impacted Component: LTM\n\t·1) Paragraph: Functional Requirement\n\t· Changes: updated according to RAR-2176\n		VF665_V42_P637MCA_VF_6725	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6725	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-028		 2022/06/10\n		VF665_V42_P637MCA_VF_6727	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6727	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-029		 Fabiola Castaldi\n		VF665_V42_P637MCA_VF_6728	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6728	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-030		 CR16309\n\nInvolved Component: LTM\n\n1) Paragraph: Functional Requirement \nChange: updated Trailer Lenght for Blind Spot Alert, adding CAN node 51 (LBSS) and CAN node 52 (RBSS) Proxi parameter\n\nRECONSIDER\nTypo correction in Trailer Lenght for Blind Spot Alert (VF_6734)\n		VF665_V42_P637MCA_VF_6729	VF665_V42_P637MCA	ATL-Mi	01.02	VF_6729	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-031		 This document is based on template “VF Template 9.2”.\n		VF665_V42_P637MCA_VF_19	VF665_V42_P637MCA	ATL-Mi	01.02	VF_19	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-032		Introduction 		VF665_V42_P637MCA_VF_20	VF665_V42_P637MCA	ATL-Mi	01.03	VF_20	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-033		 This function describes the management of vehicle setup menu on the LTM\n		VF665_V42_P637MCA_VF_21	VF665_V42_P637MCA	ATL-Mi	01.03	VF_21	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-034		Functional Diagram 		VF665_V42_P637MCA_VF_22	VF665_V42_P637MCA	ATL-Mi	01.04	VF_22	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-035		External Interfaces 		VF665_V42_P637MCA_VF_1243	VF665_V42_P637MCA	ATL-Mi	01.05	VF_1243	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-036		External Inputs 		VF665_V42_P637MCA_VF_1244	VF665_V42_P637MCA	ATL-Mi	01.05.01	VF_1244	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-037		 VF230\n		VF665_V42_P637MCA_VF_1245	VF665_V42_P637MCA	ATL-Mi	01.05.01	VF_1245	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-038		 VF456\n		VF665_V42_P637MCA_VF_1246	VF665_V42_P637MCA	ATL-Mi	01.05.01	VF_1246	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-039		 VF608\n		VF665_V42_P637MCA_VF_1247	VF665_V42_P637MCA	ATL-Mi	01.05.01	VF_1247	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-040		 VF352\n		VF665_V42_P637MCA_VF_3022	VF665_V42_P637MCA	ATL-Mi	01.05.01	VF_3022	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-041		 VF400\n		VF665_V42_P637MCA_VF_3093	VF665_V42_P637MCA	ATL-Mi	01.05.01	VF_3093	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-042		 VF747\n		VF665_V42_P637MCA_VF_4901	VF665_V42_P637MCA	ATL-Mi	01.05.01	VF_4901	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-043		 VF528\n		VF665_V42_P637MCA_VF_5332	VF665_V42_P637MCA	ATL-Mi	01.05.01	VF_5332	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-044		 VF503\n		VF665_V42_P637MCA_VF_5549	VF665_V42_P637MCA	ATL-Mi	01.05.01	VF_5549	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-045		External Outputs 		VF665_V42_P637MCA_VF_1248	VF665_V42_P637MCA	ATL-Mi	01.05.02	VF_1248	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-046		 VF176\n		VF665_V42_P637MCA_VF_1249	VF665_V42_P637MCA	ATL-Mi	01.05.02	VF_1249	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-047		 VF230\n		VF665_V42_P637MCA_VF_1250	VF665_V42_P637MCA	ATL-Mi	01.05.02	VF_1250	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-048		 VF456\n		VF665_V42_P637MCA_VF_1252	VF665_V42_P637MCA	ATL-Mi	01.05.02	VF_1252	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-049		 VF155\n		VF665_V42_P637MCA_VF_1668	VF665_V42_P637MCA	ATL-Mi	01.05.02	VF_1668	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-050		Control Unit 		VF665_V42_P637MCA_VF_24	VF665_V42_P637MCA	ATL-Mi	01.06	VF_24	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-051		ECU 		VF665_V42_P637MCA_VF_25	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_25	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-052		 LTM\n		VF665_V42_P637MCA_VF_231	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_231	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-053		 Actuation\n		VF665_V42_P637MCA_VF_1261	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_1261	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-054		 Logic\n		VF665_V42_P637MCA_VF_1262	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_1262	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-055		 Sense\n		VF665_V42_P637MCA_VF_1263	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_1263	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-056		 BCM\n		VF665_V42_P637MCA_VF_3091	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_3091	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-057		 Gateway\n		VF665_V42_P637MCA_VF_3092	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_3092	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-058		 Logic\n		VF665_V42_P637MCA_VF_3353	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_3353	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-059		 TBM\n		VF665_V42_P637MCA_VF_4780	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_4780	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-060		 Actuation\n		VF665_V42_P637MCA_VF_4788	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_4788	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-061		 Logic\n		VF665_V42_P637MCA_VF_4789	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_4789	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-062		 Sense\n		VF665_V42_P637MCA_VF_4790	VF665_V42_P637MCA	ATL-Mi	01.06.01	VF_4790	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-063		EMCU 		VF665_V42_P637MCA_VF_26	VF665_V42_P637MCA	ATL-Mi	01.06.02	VF_26	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-064		External Device 		VF665_V42_P637MCA_VF_27	VF665_V42_P637MCA	ATL-Mi	01.06.03	VF_27	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-065		Additional Component 		VF665_V42_P637MCA_VF_28	VF665_V42_P637MCA	ATL-Mi	01.06.04	VF_28	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-066		I/O 		VF665_V42_P637MCA_VF_29	VF665_V42_P637MCA	ATL-Mi	01.07	VF_29	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-067		 TLM_Display.GUI\n		VF665_V42_P637MCA_VF_708	VF665_V42_P637MCA	ATL-Mi	01.07	VF_708	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-068		 It is the info telematic display.\n		VF665_V42_P637MCA_VF_895	VF665_V42_P637MCA	ATL-Mi	01.07	VF_895	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-069		 Server_App.GUI\n		VF665_V42_P637MCA_VF_4787	VF665_V42_P637MCA	ATL-Mi	01.07	VF_4787	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-070		Information 		VF665_V42_P637MCA_VF_30	VF665_V42_P637MCA	ATL-Mi	01.08	VF_30	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-071		Hardwire 		VF665_V42_P637MCA_VF_31	VF665_V42_P637MCA	ATL-Mi	01.08.01	VF_31	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-072		Internal 		VF665_V42_P637MCA_VF_32	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_32	Heading		Heading													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-073		 Cornering_Enable.Req\n		VF665_V42_P637MCA_VF_665	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_665	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-074		 Used to require the Cornering feature setup\n		VF665_V42_P637MCA_VF_759	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_759	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-075		 Day1_Setting.Req\n		VF665_V42_P637MCA_VF_667	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_667	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-076		 Used to require the first value of Day setting\n		VF665_V42_P637MCA_VF_761	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_761	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-077		 Day2_Setting.Req\n		VF665_V42_P637MCA_VF_669	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_669	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-078		 Used to require the second value of Day setting\n		VF665_V42_P637MCA_VF_762	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_762	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-079		 DistanceUnit\n		VF665_V42_P637MCA_VF_671	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_671	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-080		 Used to give information about the distance unit selected\n		VF665_V42_P637MCA_VF_763	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_763	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-081		 Distance_Unit_Setting.Req\n		VF665_V42_P637MCA_VF_672	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_672	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-082		 Used to require the Distance Unit setting\n		VF665_V42_P637MCA_VF_765	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_765	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-083		 External_Light_Sensor_Level_Setting.Req\n		VF665_V42_P637MCA_VF_673	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_673	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-084		 External_Light_Sensor_Level_Setting.Req\n		VF665_V42_P637MCA_VF_766	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_766	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-085		 GPS_Automatic_Time_Adj_Enable.Req\n		VF665_V42_P637MCA_VF_674	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_674	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-086		 Used to require the GPS Automatic Time Adjustment setup\n		VF665_V42_P637MCA_VF_767	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_767	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-087		 Hour1_Setting.Req\n		VF665_V42_P637MCA_VF_675	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_675	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-088		 Used to require the first value of hour setting\n		VF665_V42_P637MCA_VF_768	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_768	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-089		 Hour2_Setting.Req\n		VF665_V42_P637MCA_VF_677	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_677	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-090		 Used to require the second value of hour setting\n		VF665_V42_P637MCA_VF_769	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_769	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-091		 HourMode\n		VF665_V42_P637MCA_VF_679	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_679	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-092		 Used to give information about the  Hour Mode selected\n		VF665_V42_P637MCA_VF_770	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_770	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-093		 Hour_Mode_Setting.Req\n		VF665_V42_P637MCA_VF_680	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_680	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-094		 Used to require the Hour Mode setting\n		VF665_V42_P637MCA_VF_771	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_771	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-095		 Minute1_Setting.Req\n		VF665_V42_P637MCA_VF_682	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_682	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-096		 Used to require the first value of Minute setting\n		VF665_V42_P637MCA_VF_773	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_773	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-097		 Minute2_Setting.Req\n		VF665_V42_P637MCA_VF_684	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_684	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-098		 Used to require the second value of Minute setting\n		VF665_V42_P637MCA_VF_774	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_774	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-099		 Month1_Setting.Req\n		VF665_V42_P637MCA_VF_686	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_686	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-100		 Used to require the first value of  Month setting\n		VF665_V42_P637MCA_VF_775	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_775	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-101		 Month2_Setting.Req\n		VF665_V42_P637MCA_VF_688	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_688	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-102		 Used to require the second value of  Month setting\n		VF665_V42_P637MCA_VF_776	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_776	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-103		 Rain_Sensor_Level_Setting.Req\n		VF665_V42_P637MCA_VF_692	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_692	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-104		 Used to require the Rain Sensor Level setting\n		VF665_V42_P637MCA_VF_777	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_777	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-105		 Speed_Lock_Door_Enable.Req\n		VF665_V42_P637MCA_VF_693	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_693	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-106		 Used to require the Speed Lock Door feature setup\n		VF665_V42_P637MCA_VF_778	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_778	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-107		 TLM_Vehicle_Setup_Menu.Info\n		VF665_V42_P637MCA_VF_695	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_695	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-108		 Used to give information about the Vehicle Setup Menu to the display\n		VF665_V42_P637MCA_VF_806	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_806	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-109		 TemperatureUnit\n		VF665_V42_P637MCA_VF_696	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_696	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-110		 Used to give information about the temperature unit selected\n		VF665_V42_P637MCA_VF_780	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_780	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-111		 Temperature_Unit_Setting.Req\n		VF665_V42_P637MCA_VF_697	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_697	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-112		 Used to require the Temperature Unit setting\n		VF665_V42_P637MCA_VF_781	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_781	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-113		 Year1_Setting.Req\n		VF665_V42_P637MCA_VF_700	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_700	Information		Information													VF665_V42_P637MCA																																			
Sys-RA-VF665_V42_VSM-114		 Used to require the first value of Year setting\n		VF665_V42_P637MCA_VF_784	VF665_V42_P637MCA	ATL-Mi	01.08.02	VF_784	Information		Information													VF665_V42_P637MCA																																			
