tc_id	req_id	leaf_section	test_set	sibling_tcs	axes	evidence	proposed_split	confidence	rationale
NR1L-RVC-011	SWE-CAM-015	484	Display Arbitration	1	列舉；mode	並列 3 項 vs 兄弟 TC 1：BCM_FD_10.CmdIgnSts = RUN／RVC image active／Shift Lever changes to Reverse Shi ｜ 狀態詞 automatic／reverse	0	L	並列項為**同一觸發之 AND 條件**（`CmdIgnSts = RUN` ＋ `RVC image active` ＋ `Shift Lever = R`）或**同一觸發之多結果**（§5.7 允許），非須拆之替代項；`automatic`／`manual`／`reverse` 等狀態詞為該來源列之**既有脈絡**（A 本之 Automatic／Manual Display Mode 於 SYS2 本即分列），非同一列內之相異 mode
NR1L-RVC-012	SWE-CAM-015	484	Display Arbitration	1	mode	狀態詞 automatic／reverse	0	L	`automatic`／`manual`／`reverse` 等狀態詞為該來源列之**既有脈絡**（A 本之 Automatic／Manual Display Mode 於 SYS2 本即分列），非同一列內之相異 mode
NR1L-RVC-013	SWE-CAM-015	1065	Display Arbitration	1	列舉；mode	並列 2 項 vs 兄弟 TC 1：Gear shifted out of Reverse: Shift／Camera Delay Disabled: IPC_VEHICLE ｜ 狀態詞 automatic／reverse	0	L	並列項為**同一觸發之 AND 條件**（`CmdIgnSts = RUN` ＋ `RVC image active` ＋ `Shift Lever = R`）或**同一觸發之多結果**（§5.7 允許），非須拆之替代項；`automatic`／`manual`／`reverse` 等狀態詞為該來源列之**既有脈絡**（A 本之 Automatic／Manual Display Mode 於 SYS2 本即分列），非同一列內之相異 mode
NR1L-RVC-014	SWE-CAM-015	1098	Display Arbitration	1	mode	狀態詞 automatic／reverse	0	L	`automatic`／`manual`／`reverse` 等狀態詞為該來源列之**既有脈絡**（A 本之 Automatic／Manual Display Mode 於 SYS2 本即分列），非同一列內之相異 mode
NR1L-RVC-015	SWE-CAM-015	479	Display Arbitration	1	列舉；mode	並列 2 項 vs 兄弟 TC 1：Gear shifted out of Reverse to Shi／Camera Delay Enabled: IPC_VEHICLE_ ｜ 狀態詞 automatic／reverse	0	L	並列項為**同一觸發之 AND 條件**（`CmdIgnSts = RUN` ＋ `RVC image active` ＋ `Shift Lever = R`）或**同一觸發之多結果**（§5.7 允許），非須拆之替代項；`automatic`／`manual`／`reverse` 等狀態詞為該來源列之**既有脈絡**（A 本之 Automatic／Manual Display Mode 於 SYS2 本即分列），非同一列內之相異 mode
NR1L-RVC-016	SWE-CAM-015	1099	Display Arbitration	1	negative；mode	來源否定句 'unless'；ER 無否定 ｜ 狀態詞 automatic／park／reverse	0	L	否定詞位於**前提子句**（`unless`／`without`）或該否定側已由**同源兄弟列**承接；`automatic`／`manual`／`reverse` 等狀態詞為該來源列之**既有脈絡**（A 本之 Automatic／Manual Display Mode 於 SYS2 本即分列），非同一列內之相異 mode
NR1L-RVC-017	SWE-CAM-015	1576	Display Arbitration	2	列舉	"並列 4 項 vs 兄弟 TC 2：BCM_FD_10.CmdIgnSts != RUN,／BRAKE_FD_2.VehicleSpeedVSOSig >= c／Shift Lever status change to ""Park／RVC_ImageDefeat.Req = Pressed. the"	2	H	`SYS-RA-VF551_V2-496` 之 any-of 退出條件**四款**（`CmdIgnSts != RUN`／`VehicleSpeedVSOSig >= c_VEHSPD_MAX`／`ShiftLeverPosition = P`／`RVC_ImageDefeat.Req = Pressed`），而該來源列只有 `-017`（點火）與 `-018`（P 檔）**兩個** TC；**速度**與 **ImageDefeat** 兩支未驗。追加 2 列（記於本列，`-018` 不重複計）
NR1L-RVC-018	SWE-CAM-015	1576	Display Arbitration	2	列舉	"並列 4 項 vs 兄弟 TC 2：BCM_FD_10.CmdIgnSts != RUN,／BRAKE_FD_2.VehicleSpeedVSOSig >= c／Shift Lever status change to ""Park／RVC_ImageDefeat.Req = Pressed. the"	0	L	同 `-017` 之來源列；追加數已記於 `-017`，本列不重複計
NR1L-RVC-019	SWE-CAM-015	1378	Display Arbitration	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-020	SWE-CAM-015	1378	Display Arbitration	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-021	SWE-CAM-015	1442	Display Arbitration	2	negative	來源否定句 'shall not'；ER 無否定	0	L	否定詞位於**前提子句**（`unless`／`without`）或該否定側已由**同源兄弟列**承接
NR1L-RVC-022	SWE-CAM-015	1442	Display Arbitration	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-023	SWE-CAM-016	CFTS092-4781638	Display Arbitration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-024	SWE-CAM-016	CFTS092-4781639	Display Arbitration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-025	SWE-CAM-016	CFTS092-4781637	Display Arbitration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-026	SWE-CAM-016	1100	Display Arbitration	1	negative；mode	來源否定句 'unless'；ER 無否定 ｜ 狀態詞 manual／park	0	L	否定詞位於**前提子句**（`unless`／`without`）或該否定側已由**同源兄弟列**承接；`automatic`／`manual`／`reverse` 等狀態詞為該來源列之**既有脈絡**（A 本之 Automatic／Manual Display Mode 於 SYS2 本即分列），非同一列內之相異 mode
NR1L-RVC-027	SWE-CAM-016	534	Display Arbitration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-028	SWE-CAM-018	CFTS092-4781642	Display Arbitration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-029	SWE-CAM-018	1765	Display Arbitration	1	negative	來源否定句 'not'；ER 無否定	0	L	否定詞位於**前提子句**（`unless`／`without`）或該否定側已由**同源兄弟列**承接
NR1L-RVC-030	SWE-CAM-018	960	Display Arbitration	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-031	SWE-CAM-018	960	Display Arbitration	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-032	SWE-CAM-020	1603	Display Arbitration	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-033	SWE-CAM-020	1603	Display Arbitration	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-034	SWE-CAM-016	CFTS092-4781628	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-035	SWE-CAM-016	CFTS092-4781632	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-036	SWE-CAM-016	CFTS092-4781633	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-037	SWE-CAM-016	CFTS092-4781649	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-038	SWE-CAM-016	CFTS092-4781650	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-039	SWE-CAM-016	CFTS092-4781654	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-040	SWE-CAM-016	CFTS092-4781655	Additional Cameras	1	boundary	數值 8 mph／8 MPH；TC 內出現之數 ['1', '12', '2', '205', '2261', '3']	0	L	邊界以 `limit±1` 夾之（`205`／`206`、`12`／`13`）而未寫出 limit 本身 —— **A-CA30** 所迫；或 limit 以**英文數字**書寫（`five seconds`／`two LVDS`）而偵測器只比對阿拉伯數字
NR1L-RVC-041	SWE-CAM-016	CFTS092-4781657	Additional Cameras	1	boundary	數值 8 MPH；TC 內出現之數 ['1', '12', '2', '206', '2261', '3']	0	L	邊界以 `limit±1` 夾之（`205`／`206`、`12`／`13`）而未寫出 limit 本身 —— **A-CA30** 所迫；或 limit 以**英文數字**書寫（`five seconds`／`two LVDS`）而偵測器只比對阿拉伯數字
NR1L-RVC-042	SWE-CAM-016	CFTS092-4781658	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-043	SWE-CAM-016	CFTS092-4781656	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-044	SWE-CAM-016	CFTS092-4781660	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-045	SWE-CAM-016	CFTS092-4781661	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-046	SWE-CAM-016	CFTS092-4781641	Display Arbitration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-047	SWE-CAM-001	CFTS092-4781647	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-048	SWE-CAM-001	CFTS092-4781653	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-049	SWE-CAM-001	505	Startup and Shutdown	1	boundary	數值 five seconds；TC 內出現之數 ['0', '1', '2', '3', '4', '5']	0	L	邊界以 `limit±1` 夾之（`205`／`206`、`12`／`13`）而未寫出 limit 本身 —— **A-CA30** 所迫；或 limit 以**英文數字**書寫（`five seconds`／`two LVDS`）而偵測器只比對阿拉伯數字
NR1L-RVC-050	SWE-CAM-001	505	Startup and Shutdown	1	boundary	數值 five seconds；TC 內出現之數 ['0', '1', '2', '3', '4', '5']	0	L	邊界以 `limit±1` 夾之（`205`／`206`、`12`／`13`）而未寫出 limit 本身 —— **A-CA30** 所迫；或 limit 以**英文數字**書寫（`five seconds`／`two LVDS`）而偵測器只比對阿拉伯數字
NR1L-RVC-051	SWE-CAM-001	514	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-052	SWE-CAM-001	1624	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-053	SWE-CAM-001	507	Startup and Shutdown	1	boundary	數值 five seconds；TC 內出現之數 ['1', '2', '3', '4', '5']	0	L	邊界以 `limit±1` 夾之（`205`／`206`、`12`／`13`）而未寫出 limit 本身 —— **A-CA30** 所迫；或 limit 以**英文數字**書寫（`five seconds`／`two LVDS`）而偵測器只比對阿拉伯數字
NR1L-RVC-054	SWE-CAM-001	507	Startup and Shutdown	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-055	SWE-CAM-001	507	Startup and Shutdown	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-056	SWE-CAM-001	2197	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-057	SWE-CAM-001	1142	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-058	SWE-CAM-001	303	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-059	SWE-CAM-001	1137	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-060	SWE-CAM-001	820	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-061	SWE-CAM-001	1139	Startup and Shutdown	1	多觸發併列	5 個觸發步、3 種動作：Press／Select／Send	0	L	偵測器把 `ENTER_SETTINGS_APP`／App Drawer 之**導航 hop** 計為觸發步（**GCB-11** 同因）；實際觸發只有一個
NR1L-RVC-062	SWE-CAM-001	823	Startup and Shutdown	1	多觸發併列	4 個觸發步、3 種動作：Press／Select／Set	0	L	偵測器把 `ENTER_SETTINGS_APP`／App Drawer 之**導航 hop** 計為觸發步（**GCB-11** 同因）；實際觸發只有一個
NR1L-RVC-063	SWE-CAM-001	825	Startup and Shutdown	1	多觸發併列	4 個觸發步、3 種動作：Press／Select／Set	0	L	偵測器把 `ENTER_SETTINGS_APP`／App Drawer 之**導航 hop** 計為觸發步（**GCB-11** 同因）；實際觸發只有一個
NR1L-RVC-064	SWE-CAM-001	320	Startup and Shutdown	1	多觸發併列	5 個觸發步、3 種動作：Press／Select／Send	0	L	偵測器把 `ENTER_SETTINGS_APP`／App Drawer 之**導航 hop** 計為觸發步（**GCB-11** 同因）；實際觸發只有一個
NR1L-RVC-065	SWE-CAM-001	447	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-066	SWE-CAM-001	1835	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-067	SWE-CAM-001	2336	Startup and Shutdown	1	多觸發併列	5 個觸發步、3 種動作：Press／Select／Set	0	L	偵測器把 `ENTER_SETTINGS_APP`／App Drawer 之**導航 hop** 計為觸發步（**GCB-11** 同因）；實際觸發只有一個
NR1L-RVC-068	SWE-CAM-001	2338	Startup and Shutdown	1	多觸發併列	5 個觸發步、3 種動作：Press／Select／Set	0	L	偵測器把 `ENTER_SETTINGS_APP`／App Drawer 之**導航 hop** 計為觸發步（**GCB-11** 同因）；實際觸發只有一個
NR1L-RVC-069	SWE-CAM-012	549	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-070	SWE-CAM-012	1353	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-071	SWE-CAM-012	527	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-072	SWE-CAM-014	549	Startup and Shutdown	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-073	SWE-CAM-002	1922	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-074	SWE-CAM-002	1921	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-075	SWE-CAM-002	629	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-076	SWE-CAM-002	629	Configuration	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-077	SWE-CAM-002	629	Configuration	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-078	SWE-CAM-002	2024	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-079	SWE-CAM-002	599	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-080	SWE-CAM-002	1574	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-081	SWE-CAM-002	1575	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-082	SWE-CAM-002	1575	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-083	SWE-CAM-002	563	Configuration	2	negative	來源否定句 'No'；ER 無否定	0	L	否定詞位於**前提子句**（`unless`／`without`）或該否定側已由**同源兄弟列**承接
NR1L-RVC-084	SWE-CAM-002	563	Configuration	2	negative	來源否定句 'No'；ER 無否定	0	L	否定詞位於**前提子句**（`unless`／`without`）或該否定側已由**同源兄弟列**承接
NR1L-RVC-085	SWE-CAM-002	935	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-086	SWE-CAM-002	1919	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-087	SWE-CAM-002	935	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-088	SWE-CAM-002	1663	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-089	SWE-CAM-002	1455	Configuration	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-090	SWE-CAM-002	1455	Configuration	2	negative	來源否定句 'not'；ER 無否定	0	L	否定詞位於**前提子句**（`unless`／`without`）或該否定側已由**同源兄弟列**承接
NR1L-RVC-091	SWE-CAM-002	1792	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-092	SWE-CAM-005	522	Configuration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-093	SWE-CAM-017	CFTS092-4781662	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-094	SWE-CAM-017	CFTS092-4781663	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-095	SWE-CAM-003	CFTS092-4781634	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-096	SWE-CAM-003	CFTS092-4781651	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-097	SWE-CAM-003	CFTS092-4781652	Additional Cameras	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-098	SWE-CAM-003	1578	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-099	SWE-CAM-003	1758	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-100	SWE-CAM-003	1762	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-101	SWE-CAM-003	1753	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-102	SWE-CAM-003	1680	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-103	SWE-CAM-003	1679	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-104	SWE-CAM-003	1725	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-105	SWE-CAM-003	520	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-106	SWE-CAM-003	509	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-107	SWE-CAM-003	526	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-108	SWE-CAM-003	1197	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-109	SWE-CAM-003	1642	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
NR1L-RVC-110	SWE-CAM-003	1646	State Handling	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（SYS2 `Description` 全文掃描）
