file	sha12	sheet	row	col	klass	rule	old_text	new_text
pm_29.xlsx	35305835796a	Test Case Specification&Result	26	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	26	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active) is registered without a bus error	1. STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	26	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	27	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	1. Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)
pm_29.xlsx	35305835796a	Test Case Specification&Result	27	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	27	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active) is registered without a bus error	1. STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	27	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	31	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 (Timed)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	31	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	32	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 (Timed)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	32	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	33	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 (Timed)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	33	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	34	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 (Timed)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	34	proc	mechanical	d-read	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is no longer 2 (Timed)	3. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is no longer 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	34	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	34	er	mechanical	d-er-value	3. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ is no longer 2 (Timed)	3. STATUS_TELEMATIC.PowerSts_Telematic is no longer 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	35	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 (Timed)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	35	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	39	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	39	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	40	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	40	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	41	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	41	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	42	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	42	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	43	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	43	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	44	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	44	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	45	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	45	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	46	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	46	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	47	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	47	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	48	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	48	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	49	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	49	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	50	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	50	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	51	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	51	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	52	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	52	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	53	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 6 (Bench)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 6 (Bench)
pm_29.xlsx	35305835796a	Test Case Specification&Result	53	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 6 (Bench) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	54	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 6 (Bench)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 6 (Bench)
pm_29.xlsx	35305835796a	Test Case Specification&Result	54	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 6 (Bench) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	55	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 6 (Bench)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 6 (Bench)
pm_29.xlsx	35305835796a	Test Case Specification&Result	55	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 6 (Bench) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	61	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	61	proc	mechanical	c-send	3. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and check that the HU powers up automatically and shows the splash screen	3. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On) and check that the HU powers up automatically and shows the splash screen
pm_29.xlsx	35305835796a	Test Case Specification&Result	61	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	62	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	62	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	63	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	63	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	64	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	64	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	65	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	65	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	70	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	70	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	71	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 (Full_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 4 (Full_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	71	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	72	proc	mechanical	d-read	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 (Full_Operation)	3. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 4 (Full_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	72	er	needs_ruling	er-tail-is-received→is sent <時機>	3. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	73	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 (Full_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 4 (Full_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	73	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	74	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 (Full_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 4 (Full_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	74	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	75	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 3 (Idle)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 3 (Idle)
pm_29.xlsx	35305835796a	Test Case Specification&Result	75	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	76	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 (Full_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 4 (Full_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	76	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	81	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 0 (Sleep)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 0 (Sleep)
pm_29.xlsx	35305835796a	Test Case Specification&Result	81	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	82	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	1. Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)
pm_29.xlsx	35305835796a	Test Case Specification&Result	82	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	82	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active) is registered without a bus error	1. STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active) is registered without a bus error
