sheet	row	col	text	class	去向	lint_detail
Test Case Specification 測試用例規範	14	er	3. The signal value $CLIMATIC_PANEL.Radio_Knob2_VAL$ = 1 is received	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	14	er	5. The signal value $CLIMATIC_PANEL.Radio_Knob2_VAL$ = 0 is received	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	15	proc	2. Read the signal $CLIMATIC_PANEL.Radio_Knob2_DIR$ and check that it is 2 (Knob	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	15	proc	3. Read the signal $CLIMATIC_PANEL.Radio_Knob2_VAL$ and check that it is 1	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	15	proc	4. Read the signal $CLIMATIC_PANEL.Radio_Knob2_DIR$ 2 seconds after the rotation	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	15	proc	5. Read the signal $CLIMATIC_PANEL.Radio_Knob2_VAL$ 2 seconds after the rotation	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	15	er	3. The signal value $CLIMATIC_PANEL.Radio_Knob2_VAL$ = 1 is received	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	15	er	5. The signal value $CLIMATIC_PANEL.Radio_Knob2_VAL$ = 0 is received	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	16	proc	1. Read the signal $CLIMATIC_PANEL.Radio_Knob2_DIR$ and check that it is 0 (Knob	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	16	proc	3. Read the signal $CLIMATIC_PANEL.Radio_Knob2_DIR$ again and check that it is s	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	17	proc	1. Read the signal $CLIMATIC_PANEL.Radio_Knob2_DIR$ and check that it is 0 (Knob	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	17	proc	2. Read the signal $CLIMATIC_PANEL.Radio_Knob2_VAL$ and check that it is 0	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	17	proc	4. Rotate the ICS knob 2 one detent position clock-wise and check that $CLIMATIC	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	17	er	2. The signal value $CLIMATIC_PANEL.Radio_Knob2_VAL$ = 0 is received	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	18	proc	1. Read the signal $CLIMATIC_PANEL.Radio_Knob2_VAL$ and check that it is 0	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	18	proc	3. Read the signal $CLIMATIC_PANEL.Radio_Knob2_VAL$ and check that it is 3	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	18	proc	4. Read the signal $CLIMATIC_PANEL.Radio_Knob2_DIR$ and check that it is 1 (Knob	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	18	er	1. The signal value $CLIMATIC_PANEL.Radio_Knob2_VAL$ = 0 is received	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	18	er	3. The signal value $CLIMATIC_PANEL.Radio_Knob2_VAL$ = 3 is received	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_VAL$'
Test Case Specification 測試用例規範	19	proc	3. Read the signal $CLIMATIC_PANEL.Radio_Knob2_DIR$ and check that it is 1 (Knob	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	20	proc	3. Read the signal $CLIMATIC_PANEL.Radio_Knob2_DIR$ and check that it is 1 (Knob	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	21	proc	3. Read the signal $CLIMATIC_PANEL.Radio_Knob2_DIR$ and check that it is 1 (Knob	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_Knob2_DIR$'
Test Case Specification 測試用例規範	22	proc	3. Read the signal $CLIMATIC_PANEL.Radio_btn4$ on the CAN trace and check that i	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn4$'
Test Case Specification 測試用例規範	22	er	3. The signal value $CLIMATIC_PANEL.Radio_btn4$ = 1 (Pressed) is observed on the	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn4$'
Test Case Specification 測試用例規範	23	proc	3. Read the signal $CLIMATIC_PANEL.Radio_btn4$ on the CAN trace and check that i	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn4$'
Test Case Specification 測試用例規範	23	er	3. The signal value $CLIMATIC_PANEL.Radio_btn4$ = 1 (Pressed) is observed on the	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn4$'
Test Case Specification 測試用例規範	24	proc	1. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace and re	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	24	proc	3. Read the signal $CLIMATIC_PANEL.Radio_btn0$ and check that it is 1 (Pressed)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	24	proc	4. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace and ch	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	24	proc	5. Read the signal $RADIO_B3.RQ_DISP_INTS$ on the CAN trace and check that it is	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$RADIO_B3.RQ_DISP_INTS$'
Test Case Specification 測試用例規範	24	er	1. The signal value $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ = 2 (Normal_mode) is o	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	24	er	3. The signal value $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed) is observed on the	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	24	er	4. The signal value $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ = 0 (Display_off) is o	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	24	er	5. The signal value $RADIO_B3.RQ_DISP_INTS$ = 0 (0 %) is observed on the CAN tra	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$RADIO_B3.RQ_DISP_INTS$'
Test Case Specification 測試用例規範	25	pre	3. $STATUS_TELEMATIC.PowerSts_Telematic$ is 4 (Full_Operation)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification 測試用例規範	25	proc	1. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace and re	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	25	proc	3. Read the signal $CLIMATIC_PANEL.Radio_btn0$ and check that it is 1 (Pressed)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	25	proc	4. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace and ch	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	25	proc	5. Read the signal $RADIO_B3.RQ_DISP_INTS$ on the CAN trace and check that it is	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$RADIO_B3.RQ_DISP_INTS$'
Test Case Specification 測試用例規範	25	er	1. The signal value $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ is recorded on the CAN	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	25	er	3. The signal value $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed) is observed on the	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	25	er	4. The signal value $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ = 0 (Display_off) is o	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	25	er	5. The signal value $RADIO_B3.RQ_DISP_INTS$ = 0 (0 %) is observed on the CAN tra	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$RADIO_B3.RQ_DISP_INTS$'
Test Case Specification 測試用例規範	26	proc	1. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace and re	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	26	proc	4. Read the signal $CLIMATIC_PANEL.Radio_btn0$ and check that it is 1 (Pressed)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	26	proc	5. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace and ch	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	26	er	1. The signal value $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ = 0 (Display_off) is o	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	26	er	4. The signal value $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed) is observed on the	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	26	er	5. The signal value $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ = 2 (Normal_mode) is o	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	27	pre	3. $STATUS_TELEMATIC.PowerSts_Telematic$ is 3 (Idle)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification 測試用例規範	27	proc	3. Read the signal $CLIMATIC_PANEL.Radio_btn0$ and check that it is 1 (Pressed)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	27	proc	4. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace and ch	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	27	er	3. The signal value $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed) is observed on the	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	27	er	4. The signal value $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ = 2 (Normal_mode) is o	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	28	proc	1. Read the signals $CLIMATIC_PANEL.Radio_btn0$ and $CLIMATIC_PANEL.Radio_btn2$ 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	28	proc	1. Read the signals $CLIMATIC_PANEL.Radio_btn0$ and $CLIMATIC_PANEL.Radio_btn2$ 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn2$'
Test Case Specification 測試用例規範	28	proc	4. Read the signal $CLIMATIC_PANEL.Radio_btn0$ on the CAN trace and check that i	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	28	proc	5. Read the signal $CLIMATIC_PANEL.Radio_btn2$ in the same message and check tha	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn2$'
Test Case Specification 測試用例規範	28	er	1. The signal values $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed) and $CLIMATIC	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	28	er	1. The signal values $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed) and $CLIMATIC	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn2$'
Test Case Specification 測試用例規範	28	er	4. The signal value $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed) is observed on the	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn0$'
Test Case Specification 測試用例規範	28	er	5. The signal value $CLIMATIC_PANEL.Radio_btn2$ = 1 (Pressed) is observed in the	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn2$'
Test Case Specification 測試用例規範	29	proc	2. Read the signal $CLIMATIC_PANEL.Radio_btn2$ and check that it is 1 (Pressed)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn2$'
Test Case Specification 測試用例規範	29	proc	3. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace 1 seco	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	29	proc	4. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace 2 seco	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	29	er	2. The signal value $CLIMATIC_PANEL.Radio_btn2$ = 1 (Pressed) is observed on the	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$CLIMATIC_PANEL.Radio_btn2$'
Test Case Specification 測試用例規範	29	er	"3. The ""TOUCH SCREEN TO TURN ON"" graphic is shown, and the signal value $TELEMAT"	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	29	er	"4. The ""TOUCH SCREEN TO TURN ON"" graphic is shown, and the signal value $TELEMAT"	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	30	proc	4. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace 5 seco	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	30	er	4. The signal value $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ = 2 (Normal_mode) is o	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	31	proc	3. Read the signal $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ on the CAN trace and ch	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
Test Case Specification 測試用例規範	31	proc	4. Read the signal $RADIO_B3.RQ_DISP_INTS$ on the CAN trace and check that it is	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$RADIO_B3.RQ_DISP_INTS$'
Test Case Specification 測試用例規範	31	er	3. The signal value $TELEMATIC_DISPLAY2.TGW_DISP_STATSts$ = 0 (Display_off) is o	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_DISPLAY2.TGW_DISP_STATSts$'
