path	line	rg_id	side	basis	line_text
docs/fw036/FEATURE_ONBOARDING.md	894	R-G17	FO	SELF_FILE	R-G17：`docs/runtime/GATES.tsv` 登錄每支 lint 閘：id、判準一句話、
docs/fw036/FEATURE_ONBOARDING.md	899	R-G17	FO	SELF_FILE	[SUPERSEDED by R-G17 — 管理機制部分]。
docs/fw036/FEATURE_ONBOARDING.md	902	R-G18	FO	SELF_FILE	#### R-G18 — canon 引用唯一可解析
docs/fw036/FEATURE_ONBOARDING.md	908	R-G18	FO	SELF_FILE	R-G18：canon 節號引用一律帶文件前綴（`FO §X` / `IN §X`）；此為書寫
docs/fw036/FEATURE_ONBOARDING.md	917	R-G18	FO	SELF_FILE	> **兩份 canon 之代號**（R-G18 首跑所揭，23a §四-2）：
docs/fw036/FEATURE_ONBOARDING.md	926	R-G19	FO	SELF_FILE	#### R-G19 — prompt 指紋（TC 規則抗漂移之一）
docs/fw036/FEATURE_ONBOARDING.md	929	R-G19	FO	SELF_FILE	R-G19：每批之批次 manifest 記錄本批實際使用之 prompt 模板 sha256 與
docs/fw036/FEATURE_ONBOARDING.md	934	R-G20	FO	SELF_FILE	#### R-G20 — 規則副本同步指紋（TC 規則抗漂移之二）
docs/fw036/FEATURE_ONBOARDING.md	937	R-G20	FO	SELF_FILE	R-G20：每次 pilot review 與 feature close-out，執行層回報
docs/fw036/FEATURE_ONBOARDING.md	943	R-G21	FO	SELF_FILE	#### R-G21 — 自查表機檢對映（TC 規則抗漂移之三）
docs/fw036/FEATURE_ONBOARDING.md	946	R-G21	FO	SELF_FILE	R-G21：§9 自查表逐項標註其保證來源：有對應 lint 閘者記閘 id
docs/fw036/FEATURE_ONBOARDING.md	953	R-G18	FO	SELF_FILE	> 條文原文寫「§9」，依 R-G18 於此註明其實指，**原文不改**。
docs/fw036/FEATURE_ONBOARDING.md	955	R-G22	FO	SELF_FILE	#### R-G22 — 條文之任何字元變動皆變更其 sha
docs/fw036/FEATURE_ONBOARDING.md	958	R-G22	FO	SELF_FILE	R-G22：條文之任何字元變動（含加註、沿革、SUPERSEDED 標記）皆改變其
docs/fw036/FEATURE_ONBOARDING.md	960	R-G13	FO	SELF_FILE	執行層停下回報（R-G13），分析層核對變動性質後於下一包換發新 sha8 引用；
docs/fw036/FEATURE_ONBOARDING.md	966	R-G13	FO	SELF_FILE	> 「加註是否算改動」若不裁，R-G13 之 sha 比對會在每次留痕加註後產生
docs/fw036/FEATURE_ONBOARDING.md	967	R-G13	FO	SELF_FILE	> 一次假性不符，而假性不符多了就會被當成噪音忽略 —— **那正是 R-G13
docs/fw036/FEATURE_ONBOARDING.md	972	R-G23	FO	SELF_FILE	#### R-G23 — 同一工單同時只得有一份有效下放包
docs/fw036/FEATURE_ONBOARDING.md	977	R-G23	FO	SELF_FILE	R-G23 [DEFAULT]：同一工單同時只得有一份有效下放包；發現同輪重複下放
docs/fw036/FEATURE_ONBOARDING.md	988	R-G23	FO	SELF_FILE	> **同一新條號 `R-G23` 被指派給兩件不同的事**
docs/fw036/FEATURE_ONBOARDING.md	996	R-G23	FO	SELF_FILE	#### R-G23′ — 單一來源擴至每條線；取號一律 live
docs/fw036/FEATURE_ONBOARDING.md	999	R-G23	FO	SELF_FILE	R-G23′（擴充，Pei 裁定 2026-08-24，出處 V33 裁定記錄 4）
docs/fw036/FEATURE_ONBOARDING.md	1005	R-G23	FO	SELF_FILE	> **R-G23 本體一字不動**（R-G22：動了 sha 就換發）—— 本條為其 ′ 版擴充，
docs/fw036/FEATURE_ONBOARDING.md	1005	R-G22	FO	SELF_FILE	> **R-G23 本體一字不動**（R-G22：動了 sha 就換發）—— 本條為其 ′ 版擴充，
docs/fw036/FEATURE_ONBOARDING.md	1008	R-G23	FO	SELF_FILE	> **擴充之來源**：R-G23 只管全域線（`docs/fw036`），而**撞號實際發生在
docs/fw036/FEATURE_ONBOARDING.md	1017	R-G24	FO	SELF_FILE	#### R-G24 —— 下放指示之路徑實在性
docs/fw036/FEATURE_ONBOARDING.md	1020	R-G24	FO	SELF_FILE	R-G24（Pei 裁定 2026-08-26）：凡下放包或下放指示要求對某路徑放檔、
docs/fw036/FEATURE_ONBOARDING.md	1057	R-G25	FO	SELF_FILE	#### R-G25 — 產出物目錄政策
docs/fw036/FEATURE_ONBOARDING.md	1060	R-G25	FO	SELF_FILE	R-G25：產出物目錄政策如下表。政策自生效日管新檔；既有檔案不搬移。
docs/fw036/FEATURE_ONBOARDING.md	1079	R-G26	FO	SELF_FILE	#### R-G26 — 工作區清理制
docs/fw036/FEATURE_ONBOARDING.md	1082	R-G26	FO	SELF_FILE	R-G26：superseded 產出（被新版取代之 json、舊 lint 報告）得自工作區
docs/fw036/FEATURE_ONBOARDING.md	1091	R-G12	FO	SELF_FILE	> **專門 commit** 之要求同 R-G12（一律帶 pathspec）：清理與內容變更混在
docs/fw036/FEATURE_ONBOARDING.md	1094	R-G27	FO	SELF_FILE	#### R-G27 — 來源集中制（`sources/`）
docs/fw036/FEATURE_ONBOARDING.md	1097	R-G27	FO	SELF_FILE	R-G27：共用來源文件集中於頂層 sources/：raw/<doc_id>/ 放原檔
docs/fw036/FEATURE_ONBOARDING.md	1107	R-G24	FO	SELF_FILE	> **與 R-G24 之銜接**：新 feature 之 `_intake/{Feature_Name}/` 仍為投遞區，
docs/fw036/FEATURE_ONBOARDING.md	1110	R-G28	FO	SELF_FILE	#### R-G28 — CFTS 嵌入物件之逐 feature 檢查
docs/fw036/FEATURE_ONBOARDING.md	1113	R-G28	FO	SELF_FILE	R-G28（Pei 裁定 2026-08-30）：intake 時須檢查該 feature 之母 CFTS 是否於
docs/fw036/FEATURE_ONBOARDING.md	1159	R-G29	FO	SELF_FILE	#### R-G29 — 條文須加框（`body_kind` 之不變式）
docs/fw036/FEATURE_ONBOARDING.md	1162	R-G29	FO	SELF_FILE	R-G29 [DEFAULT]（分析層 2026-08-30，依上繳包 58 §6(丁)；Pei 得推翻）
docs/fw036/FEATURE_ONBOARDING.md	1166	R-G17	FO	SELF_FILE	判準由 `lint_docs036` 守之，其閘登錄 `GATES.tsv`（R-G17）。
docs/fw036/FEATURE_ONBOARDING.md	1169	R-G13	FO	SELF_FILE	東西 —— 整節。故 R-G13 之引用比對對其失去鑑別力：條文被改與成因被補，
docs/fw036/FEATURE_ONBOARDING.md	1176	R-G13	FO	SELF_FILE	> **[DEFAULT] 之理由**：R-G13／R-G22 皆為 Pei 所裁，
docs/fw036/FEATURE_ONBOARDING.md	1176	R-G22	FO	SELF_FILE	> **[DEFAULT] 之理由**：R-G13／R-G22 皆為 Pei 所裁，
docs/fw036/FEATURE_ONBOARDING.md	1200	R-G25	FO	SELF_FILE	無其他尾綴；sandbox 名之檔不進；每檔須有 MANIFEST 列（R-G25）。
docs/fw036/FEATURE_ONBOARDING.md	1208	R-G12	FO	SELF_FILE	#### R-G4／R-G7 之原文與 R-G12 之來源
docs/fw036/FEATURE_ONBOARDING.md	1213	R-G12	FO	SELF_FILE	**R-G12 之來源**（2026-08-18，Pei 裁定升格）：`052f67d` 與
docs/fw036/FEATURE_ONBOARDING.md	1349	R-G12	FO	SELF_FILE	| 第一個 §9.2 | 全域條文 R-G1～R-G12（集中）| §9.2（**併**，見 §9.8.2）|
docs/fw036/FEATURE_ONBOARDING.md	1352	R-G12	FO	SELF_FILE	| 第二個 §9.1 | R-G1 ～ R-G12（全域裁決條文）| §9.2（**併**，其來源欄升為主表之來源欄）|
docs/fw036/FEATURE_ONBOARDING.md	1361	R-G18	FO	SELF_FILE	**歷史 handoff／upstream 檔中之既有引用不追改**（R-G18），其逐處列於
docs/fw036/FEATURE_ONBOARDING.md	1364	R-G12	FO	SELF_FILE	#### 9.8.2 R-G1～R-G12 兩版摘要之出入（逐條比對結果）
docs/fw036/FEATURE_ONBOARDING.md	1382	R-G12	FO	SELF_FILE	| R-G12 | 第一版載完整判準與 `git add` 之同規 | 取第一版 |
docs/fw036/FRAME_F1.md	26	R-G24	AMBIGUOUS	NO_KW	10 | 投遞區 `_intake/Popup/`（TitleCase，R-G24 已建妥並實測）。  ← 訊號
docs/fw036/FRAME_F1.md	56	R-G27	FO	CONTEXT_KW	56 | **引用原位不搬**（既有共用件，sw_update A-SU3 前例；R-G27「既有檔案  ← 訊號
docs/fw036/FRAME_F1.md	95	R-G13	FO	CONTEXT_KW	111 | 因本次擴範圍而變（變動即停下回報）。理由：R-G13 明定條文落各 feature  ← 訊號
docs/fw036/FRAME_F1_a.md	16	R-G24	AMBIGUOUS	NO_KW	10 | 投遞區 `_intake/Popup/`（TitleCase，R-G24 已建妥並實測）。  ← 訊號
docs/fw036/FRAME_F1_a.md	46	R-G27	FO	CONTEXT_KW	56 | **引用原位不搬**（既有共用件，sw_update A-SU3 前例；R-G27「既有檔案  ← 訊號
docs/fw036/FRAME_F1_a.md	85	R-G13	FO	CONTEXT_KW	111 | 因本次擴範圍而變（變動即停下回報）。理由：R-G13 明定條文落各 feature  ← 訊號
docs/fw036/FRAME_STATE.tsv	2	R-G29	AMBIGUOUS	NO_KW	# 母群：`kind == ruling`（R-G29 之射程；自宣告被取代者已改判 superseded，下放包 69 §三）。
docs/fw036/FRAME_STATE.tsv	5	R-G13	FO	CONTEXT_KW	# R-G13 之比對三段：與 `sha.tsv` 同 → clean；與 `last_known` 同 → 報其 reason，不停止；
docs/fw036/IMPROVEMENT_METRICS.md	23	R-G23	AMBIGUOUS	NO_KW	| `violations_caught` | **撞號 2** | (1) 25 包撞上 23b 與 25 兩份同輪下放包（25 上繳 §五-1）；(2) 26 包三份同輪包且 `R-G23` 一號二用（26 上繳 §八-1）|
docs/fw036/IMPROVEMENT_METRICS.md	24	R-G23	AMBIGUOUS	NO_KW	| | **waiver 假性新增 2** | 26 包內兩次：插入 R-G23 區塊、加 [SUPERSEDED] 標頭，各使被豁免行下移（26 上繳 §五-1）|
docs/fw036/PROJECT_INSTRUCTION_RESYNC.md	1	R-G20	AMBIGUOUS	NO_KW	# Project 指令副本重貼指引（R-G20 首次執行，2026-08-24）
docs/fw036/PROJECT_INSTRUCTION_RESYNC.md	20	R-G20	AMBIGUOUS	NO_KW	### 2-1 sha 行（必改，否則 R-G20 比對永遠不符）
docs/fw036/PROJECT_INSTRUCTION_RESYNC.md	38	R-G20	AMBIGUOUS	NO_KW	現行 sha（R-G20），不符先重貼再審。
docs/fw036/PROJECT_INSTRUCTION_RESYNC.md	44	R-G13	FO	CONTEXT_KW	- **裁決引用**：下放包引用既有裁決以 `R-XX@<sha8>`（R-G13），sha8 以
docs/fw036/PROJECT_INSTRUCTION_RESYNC.md	60	R-G14	FO	CONTEXT_KW	- 一批一上繳；前批未覆核不得開下批（除 R-G14 綠色通道生效期間 ——
docs/fw036/PROJECT_INSTRUCTION_RESYNC.md	71	R-G22	FO	CONTEXT_KW	> 注意：canon 之後每次變動（例如 25 包將加入 R-G22 與 §2.1，IN 若再被
docs/fw036/REMEDIATION_DELIVERY_MGMT_20260821.md	20	R-G25	FO	CONTEXT_KW	依 R-G25「政策自生效日管新檔」，`features/power/delivered/pm_29.xlsx`
docs/fw036/RULINGS.sha.tsv	14	R-G12	FO	CONTEXT_KW	"R-G12	ruling	68321876	68321876e14d0ef61026b58e0cd7669ca6ca44d4353a4030f4062bdcfc436a26	eabe2726	eabe272635a55614906d5e60ba17f8190e36c2c4a386c6be245941a66b105d97	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	15	R-G13	FO	CONTEXT_KW	"R-G13	ruling	abdc56e3	abdc56e3a9c86c775ec8b448c0747cca9b67dee3dc096601aef16980791465cb	854f1050	854f1050b3cd8cf78234ca0fd012423ccb26079c086728f4ffe9231970ce20fa	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	16	R-G14	FO	CONTEXT_KW	"R-G14	ruling	fb508d10	fb508d1012978a20215cf046a7954c1e496be4034223e239b0ce31e3fcb82c89	fe92f06c	fe92f06cb81b755576a8fd711374533533991e1b35161cbeaf8662e3d4b428f4	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	17	R-G15	FO	CONTEXT_KW	"R-G15	ruling	2aa0c28f	2aa0c28fa166c510ebe90ab42ad7d861b48f0a0881fe2d2843f3a843f6f2bf1e	a6d2d055	a6d2d05509f081a231394e5f6eb110734529b10ad36a8f392c186fbf4b6858d1	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	18	R-G16	FO	CONTEXT_KW	"R-G16	ruling	2ec55d94	2ec55d94365fad4d38b5948eda69fe9f52ed8242d1a68174ba8ae309ed4164e7	7918a7a2	7918a7a22555fcd91974dde9f3d65d4100ea96ceb0121ebbff03078bdb5b226b	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	19	R-G17	FO	CONTEXT_KW	"R-G17	ruling	24cdeec6	24cdeec65d4b3baf13ae6b12081a6fda0df24d67d61a4a58ec5696be7c2dc63f	fc029a89	fc029a8957099bcb10bc65c846c8bd2bcc887a21f04725571b842458b0876b61	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	20	R-G18	FO	CONTEXT_KW	"R-G18	ruling	8f61f9fd	8f61f9fd2bedd2985220698780d07e452bd8c9294f7a3d3bd5fad299c4679400	5fe1d67b	5fe1d67bbe8e1a82da86686bb5326cbbdd360b7e763d49c57d4bc40da1c87cd8	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	21	R-G19	FO	CONTEXT_KW	"R-G19	ruling	bd206972	bd206972e5c52fcb7ddddd587019c0bb04946ae4052f3ccd93e7ea39878f0ed9	d1054896	d10548960db6c58c93f87c2b0c66f68b0e6bfeb52c0561148ce1edac63a6672c	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	22	R-G20	FO	CONTEXT_KW	"R-G20	ruling	3d0cd37b	3d0cd37b3170d7cd66f12fb2846408a5be4b9d4ed700f0bc58d0bba86cf9c627	8b841b5a	8b841b5ab38a4d5c06c7d165637507f3b6d2ad24383999447ea4babd490b244c	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	23	R-G21	FO	CONTEXT_KW	"R-G21	ruling	1230e795	1230e795feb9d96ae622fa57756b4503a3366f449fd3ca4fd11fe1d4fc78dd5d	b5ab30d6	b5ab30d6b5264a30450b8ae7a100f0aa07c33317a2ff163bc94b9a2bef7c4b26	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	24	R-G22	FO	CONTEXT_KW	"R-G22	ruling	bca29f8f	bca29f8fa03e06aa926d8a2dac9001b8f3ee3b33f16e70e8d9ec88038f28d28f	3253a3d6	3253a3d6c4587e9515041c62b84fe3bea308abf52b359eea0a629b7a4ee441b3	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	25	R-G23	FO	CONTEXT_KW	"R-G23	ruling	67bae889	67bae88907e6f24a021a120eeba5a6bdf72f97e8c76c98b6e0fb67e25ee80354	84988030	84988030143624c8a91f8617ae0170030e9b3a3c6321260c715fabf8cd89932b	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	26	R-G23	FO	CONTEXT_KW	"R-G23′	ruling	990b1c2e	990b1c2eaa5de10f2e829add466c6c89874941ca4d355185d0fd3d01f8005784	85dcb7aa	85dcb7aa9f822499ccc94fc5c2e22d42f729a505e9ea957b89c7affcc7d5d5bb	fenced	docs/fw036/FEATURE_ONBOARDING.m"
docs/fw036/RULINGS.sha.tsv	27	R-G24	FO	CONTEXT_KW	"R-G24	ruling	bd9a8cc0	bd9a8cc0f28c1608778f8d4320596456435510f81db9aac055138cc8e321821e	20383c2f	20383c2f48ba46e80cb76c37264c71ca43cb2b89a7c7f93776ef1fc8d17551b8	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	28	R-G25	FO	CONTEXT_KW	"R-G25	ruling	50be5127	50be5127ce261473a8576d55b10d92e8489e32b651cf321ba78b5a22b0bdc801	22923d2e	22923d2efbe102ffd1ff35478081f251d5f942cb6ea8431fe92aba0dfabcc080	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	29	R-G26	FO	CONTEXT_KW	"R-G26	ruling	ce4fdff2	ce4fdff27c0dbeaf7d5a38a632ca2648336538a897aec171172a64a844101a07	12d1ab96	12d1ab96857cdb8dee57ad24ba1843c0408bc26dfe9011e01fd289f21657b408	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	30	R-G27	FO	CONTEXT_KW	"R-G27	ruling	2bd39a12	2bd39a1228b991e946fc8e833b71f9d541301ea22d1a5ec2423bab1b0d3ac445	8e2be146	8e2be146378452c4a06ba7ec8571e21e2f80d3c0d277c931edf7573808f0f0a2	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	31	R-G28	FO	CONTEXT_KW	"R-G28	ruling	0336d5bc	0336d5bcab34c3b74551970a8ada2db4f531fc8d5fdd87a2182b99ba9ac86024	0722d230	0722d230ec44d421bc33babc39c4f1e3eac3bdc4eab4991433dee7c115a9ce9c	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	32	R-G29	FO	CONTEXT_KW	"R-G29	ruling	15a9a12b	15a9a12b7816880bf5e7849027a181bbf86bfe68fb36ef8f74870a410680d2a3	9c43481c	9c43481cb5c8f047887bb9232a335e8e33737e8a2c9a83ec1e71f2c1e6b0cbc1	fenced	docs/fw036/FEATURE_ONBOARDING.md"
docs/fw036/RULINGS.sha.tsv	34	R-G12	AMBIGUOUS	NO_KW	"R-G4	group	9551aa3b	9551aa3b6223406b9c874993986332c91fc67a823d373d28f6f0a1985ff0d453	9551aa3b	9551aa3b6223406b9c874993986332c91fc67a823d373d28f6f0a1985ff0d453	section	docs/fw036/FEATURE_ONBOARDING.md	"
docs/fw036/RULINGS.sha.tsv	659	R-G14	FO	CONTEXT_KW	"R-VS82	ruling	12177e4f	12177e4fc6c26bf51ccf4c396e74f053582a76768342d8f1f2977de4dac4830a	851375d9	851375d9594e498bfc20bd0c78b2b4946506fb04ae74299f3d5104e3f18d11d1	fenced	features/vehicle_setting/RULING"
docs/fw036/RULINGS.sha.tsv	659	R-G14	FO	CONTEXT_KW	"R-VS82	ruling	12177e4f	12177e4fc6c26bf51ccf4c396e74f053582a76768342d8f1f2977de4dac4830a	851375d9	851375d9594e498bfc20bd0c78b2b4946506fb04ae74299f3d5104e3f18d11d1	fenced	features/vehicle_setting/RULING"
docs/fw036/RULINGS_LEDGER.md	116	R-G12	LEDGER	SELF_FILE	## 參考素材庫條文（R-G12／R-G13／R-G14，Pei 2026-08-24，全域）
docs/fw036/RULINGS_LEDGER.md	116	R-G13	LEDGER	SELF_FILE	## 參考素材庫條文（R-G12／R-G13／R-G14，Pei 2026-08-24，全域）
docs/fw036/RULINGS_LEDGER.md	116	R-G14	LEDGER	SELF_FILE	## 參考素材庫條文（R-G12／R-G13／R-G14，Pei 2026-08-24，全域）
docs/fw036/RULINGS_LEDGER.md	122	R-G12	LEDGER	SELF_FILE	R-G12（參考素材庫之位置與 manifest —— 全域）
docs/fw036/RULINGS_LEDGER.md	140	R-G13	LEDGER	SELF_FILE	(b) 為必填之理由見 R-G13：無涵蓋範圍之登錄，「查無」不構成發現。
docs/fw036/RULINGS_LEDGER.md	144	R-G13	LEDGER	SELF_FILE	R-G13（查無之成立要件 —— 全域）
docs/fw036/RULINGS_LEDGER.md	160	R-G14	LEDGER	SELF_FILE	R-G14（查無台帳 —— 全域）
docs/fw036/RULINGS_LEDGER.md	162	R-G13	LEDGER	SELF_FILE	凡經 R-G13 三要件仍查無者，登記一列，欄位：
docs/fw036/RULINGS_LEDGER.md	179	R-G12	LEDGER	SELF_FILE	| R-G12 | 528 | `c9fb52dea97b2edb` | 是 |
