sheet	row	col	text	class	去向	lint_detail
Test Case Specification 測試用例規範	16	proc	"1. Select ""EPB Maintenance Mode"" = ""On"" to trigger $TELEMATIC_VEHICLE_SETUP2.EPB"	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_VEHICLE_SETUP2.EPB_MaintenanceMode_Req$'
Test Case Specification 測試用例規範	16	proc	2. Send the signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 4	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	16	er	2. The signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 4 is registered withou	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	17	proc	"1. Select ""EPB Maintenance Mode"" = ""On"" to trigger $TELEMATIC_VEHICLE_SETUP2.EPB"	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_VEHICLE_SETUP2.EPB_MaintenanceMode_Req$'
Test Case Specification 測試用例規範	17	proc	2. Send the signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 5	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	17	er	2. The signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 5 is registered withou	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	18	proc	"1. Select ""EPB Maintenance Mode"" = ""On"" to trigger $TELEMATIC_VEHICLE_SETUP2.EPB"	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_VEHICLE_SETUP2.EPB_MaintenanceMode_Req$'
Test Case Specification 測試用例規範	18	proc	2. Send the signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 6	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	18	er	2. The signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 6 is registered withou	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	19	proc	"1. Select ""EPB Maintenance Mode"" = ""On"" to trigger $TELEMATIC_VEHICLE_SETUP2.EPB"	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_VEHICLE_SETUP2.EPB_MaintenanceMode_Req$'
Test Case Specification 測試用例規範	19	proc	2. Suppress transmission of $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ and $IPC_VE	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	19	proc	2. Suppress transmission of $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ and $IPC_VE	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	19	er	2. No value of $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ or $IPC_VEHICLE_SETUP2.E	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	19	er	2. No value of $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ or $IPC_VEHICLE_SETUP2.E	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	20	pre	3. The signal $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ is 1 (On)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	20	proc	1. Send the signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 8	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	20	er	1. The signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 8 is registered withou	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	21	pre	3. The signal $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ is 1 (On)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	21	proc	2. Send the signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 9	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	21	er	2. The signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 9 is registered withou	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	22	pre	3. The signal $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ is 1 (On)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	22	proc	2. Send the signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 10	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	22	er	2. The signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 10 is registered witho	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	23	pre	3. The signal $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ is 1 (On)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	23	proc	2. Send the signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 11	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	23	er	2. The signal $IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$ = 11 is registered witho	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$'
Test Case Specification 測試用例規範	24	proc	2. Read the signal $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ and check that it is	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	24	er	1. The signal $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ = 1 (On) is registered wi	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	25	pre	2. The signal $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ is 1 (On)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	25	proc	1. Send the signal $STATUS_CCAN3.VehicleSpeedVSOSig$ = 64	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_CCAN3.VehicleSpeedVSOSig$'
Test Case Specification 測試用例規範	25	proc	2. Read the signal $STATUS_CCAN3.VehicleSpeedVSOSig$ and check that it is 64	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_CCAN3.VehicleSpeedVSOSig$'
Test Case Specification 測試用例規範	25	proc	3. Send the signal $STATUS_CCAN3.VehicleSpeedVSOSig$ = 65	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_CCAN3.VehicleSpeedVSOSig$'
Test Case Specification 測試用例規範	25	er	1. The signal $STATUS_CCAN3.VehicleSpeedVSOSig$ = 64 is registered without a bus	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_CCAN3.VehicleSpeedVSOSig$'
Test Case Specification 測試用例規範	25	er	2. The signal value $STATUS_CCAN3.VehicleSpeedVSOSig$ = 64 is received	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_CCAN3.VehicleSpeedVSOSig$'
Test Case Specification 測試用例規範	25	er	3. The signal $STATUS_CCAN3.VehicleSpeedVSOSig$ = 65 is registered without a bus	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_CCAN3.VehicleSpeedVSOSig$'
Test Case Specification 測試用例規範	26	er	1. The signal $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ = 1 (On) is registered wi	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
Test Case Specification 測試用例規範	26	er	3. The signal $IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$ = 0 (Off) is registered w	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$'
