swe_id	family	src_ref	title	desc
SWE1-VC-PassiveEntry-013	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-683	Passive Entry	HW supplier shall notify the IPC_VEHICLE_SETUP.PassiveEntry signal via VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP.PassiveEntry signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to HMI via API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP.PassiveEntry signal and update/display the Passive Entry information accordingly within <TDisplay>. Any invalid value shall be considered invalid by HMI.
SWE1-VC-RemoteDoorUnlock-015	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-685	Remote Door Unlock	The HMI layer shall send a request to VehicleConfigManager to retrieve the Remote_Door_Unlock_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Remote_Door_Unlock_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Remote_Door_Unlock_Menu PROXI value to determine the availability of the Remote Door Unlock feature. If $Remote_Door_Unlock_Menu$ = [Absent], the LTM or ETM shall not display the Remote Door Unlock customer setting.
SWE1-VC-RemoteDoorUnlock-016	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-686	Remote Door Unlock	The HMI layer shall send a request to VehicleConfigManager to retrieve the Remote_Door_Unlock_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Remote_Door_Unlock_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Remote_Door_Unlock_Menu PROXI value to determine the availability of the Remote Door Unlock feature. If $Remote_Door_Unlock_Menu$ = [Present], the LTM or ETM shall display the Remote Door Unlock customer setting to allow the customer the ability to modify the setting.
SWE1-VC-RemoteDoorUnlock-017	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-687	Remote Door Unlock	The HMI layer shall capture the customer selection for the Remote Door Unlock setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.RemoteDoorUnlock_Req signal value as Driver. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-RemoteDoorUnlock-018	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-688	Remote Door Unlock	The HMI layer shall capture the customer selection for the Remote Door Unlock setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.RemoteDoorUnlock_Req signal value as All. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-RemoteDoorUnlock-019	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-689	Remote Door Unlock	HW supplier shall notify the IPC_VEHICLE_SETUP.RemoteDoorUnlock signal via VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP.RemoteDoorUnlock signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to HMI via API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP.RemoteDoorUnlock signal and update/display the Remote Door Unlock information accordingly within <TDisplay>. Any invalid value shall be considered invalid by HMI.
SWE1-VC-AutoParkBrake-021	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-691	Auto Park Brake	The HMI layer shall send a request to VehicleConfigManager to retrieve the Auto_Park_Brake_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Auto_Park_Brake_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Auto_Park_Brake_Menu PROXI value to determine the availability of the Auto Park Brake feature. If $Auto_Park_Brake_Menu$ = [Absent], the LTM or ETM shall not display the Auto Park Brake customer setting.
SWE1-VC-AutoParkBrake-022	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-692	Auto Park Brake	The HMI layer shall send a request to VehicleConfigManager to retrieve the Auto_Park_Brake_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Auto_Park_Brake_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Auto_Park_Brake_Menu PROXI value to determine the availability of the Auto Park Brake feature. If $Auto_Park_Brake_Menu$ = [Present], the LTM or ETM shall display the Auto Park Brake customer setting to allow the customer the ability to modify the setting.
SWE1-VC-AutoParkBrake-023	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-693	Auto Park Brake	The HMI layer shall capture the customer selection for the Auto Park Brake setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.AutoParkBrake_Req signal value as Off. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-AutoParkBrake-024	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-694	Auto Park Brake	The HMI layer shall capture the customer selection for the Auto Park Brake setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.AutoParkBrake_Req signal value as On. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-AutoParkBrake-025	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-695	Auto Park Brake	HW supplier shall notify the IPC_VEHICLE_SETUP.AutoParkBrake signal via VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP.AutoParkBrake signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to HMI via API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP.AutoParkBrake signal and update/display the Auto Park Brake information accordingly within <TDisplay>. Any invalid value shall be considered invalid by HMI.
SWE1-VC-HornWithRemoteStart-027	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-697	Horn With Remote Start	The HMI layer shall send a request to VehicleConfigManager to retrieve the Sound_Horn_Remote_Start_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Sound_Horn_Remote_Start_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Sound_Horn_Remote_Start_Menu PROXI value to determine the availability of the Horn With Remote Start feature. If $Sound_Horn_Remote_Start_Menu$ = [Absent], the LTM or ETM shall not display the Horn With Remote Start customer setting.
SWE1-VC-HornWithRemoteStart-028	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-698	Horn With Remote Start	The HMI layer shall send a request to VehicleConfigManager to retrieve the Sound_Horn_Remote_Start_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Sound_Horn_Remote_Start_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Sound_Horn_Remote_Start_Menu PROXI value to determine the availability of the Horn With Remote Start feature. If $Sound_Horn_Remote_Start_Menu$ = [Present], the LTM or ETM shall display the Horn With Remote Start customer setting to allow the customer the ability to modify the setting.
SWE1-VC-HornWithRemoteStart-029	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-699	Horn With Remote Start	The HMI layer shall capture the customer selection for the Horn With Remote Start setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.SoundHornRemoteStart_Req signal value as Off. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-HornWithRemoteStart-030	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-700	Horn With Remote Start	The HMI layer shall capture the customer selection for the Horn With Remote Start setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.SoundHornRemoteStart_Req signal value as On. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-HornWithRemoteStart-031	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-701	Horn With Remote Start	HW supplier shall notify the IPC_VEHICLE_SETUP.SoundHornRemoteStart signal via VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP.SoundHornRemoteStart signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to HMI via API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP.SoundHornRemoteStart signal and update/display the Horn With Remote Start information accordingly within <TDisplay>. Any invalid value shall be considered invalid by HMI.
SWE1-VC-HornWithLock-033	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-703	Horn With Lock	The HMI layer shall send a request to VehicleConfigManager to retrieve the Horn_Chirp_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Horn_Chirp_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Horn_Chirp_Menu PROXI value to determine the availability of the Horn With Lock feature. If $Horn_Chirp_Menu$ = [Absent], the LTM or ETM shall not display the Horn With Lock customer setting.
SWE1-VC-HornWithLock-034	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-704	Horn With Lock	The HMI layer shall send a request to VehicleConfigManager to retrieve the Horn_Chirp_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Horn_Chirp_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Horn_Chirp_Menu PROXI value to determine the availability of the Horn With Lock feature. If $Horn_Chirp_Menu$ = [Present], the LTM or ETM shall display the Horn With Lock customer setting to allow the customer the ability to modify the setting.
SWE1-VC-HornWithLock-035	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-705	Horn With Lock	The HMI layer shall capture the customer selection for the Horn With Lock setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.SoundHornLock_Req signal value as Off. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-HornWithLock-036	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-706	Horn With Lock	The HMI layer shall capture the customer selection for the Horn With Lock setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.SoundHornLock_Req signal value as 1st Press. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-HornWithLock-037	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-707	Horn With Lock	The HMI layer shall capture the customer selection for the Horn With Lock setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.SoundHornLock_Req signal value as 2nd Press. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-HornWithLock-038	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-708	Horn With Lock	HW supplier shall notify the IPC_VEHICLE_SETUP.SoundHornLock signal via VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP.SoundHornLock signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to HMI via API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP.SoundHornLock signal and update/display the Horn With Lock information accordingly within <TDisplay>. Any invalid value shall be considered invalid by HMI.
SWE1-VC-AutoUnlockonExit-040	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-710	Auto Unlock on Exit	The HMI layer shall send a request to VehicleConfigManager to retrieve the Auto_Door_Unlock_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Auto_Door_Unlock_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Auto_Door_Unlock_Menu PROXI value to determine the availability of the Auto Unlock on Exit feature. If $Auto_Door_Unlock_Menu$ = [Absent], the LTM or ETM shall not display the Auto Unlock on Exit customer setting.
SWE1-VC-AutoUnlockonExit-041	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-711	Auto Unlock on Exit	The HMI layer shall send a request to VehicleConfigManager to retrieve the Auto_Door_Unlock_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Auto_Door_Unlock_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Auto_Door_Unlock_Menu PROXI value to determine the availability of the Auto Unlock on Exit feature. If $Auto_Door_Unlock_Menu$ = [Present], the LTM or ETM shall display the Auto Unlock on Exit customer setting to allow the customer the ability to modify the setting.
SWE1-VC-AutoUnlockonExit-042	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-712	Auto Unlock on Exit	The HMI layer shall capture the customer selection for the Auto Unlock on Exit setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.AutoUnlockDoorExit_Req signal value as Not_Enable. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-AutoUnlockonExit-043	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-713	Auto Unlock on Exit	The HMI layer shall capture the customer selection for the Auto Unlock on Exit setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.AutoUnlockDoorExit_Req signal value as Enable. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-AutoUnlockonExit-044	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-714	Auto Unlock on Exit	HW supplier shall notify the IPC_VEHICLE_SETUP.AutoUnlockDoorExit signal via VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP.AutoUnlockDoorExit signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to HMI via API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP.AutoUnlockDoorExit signal and update/display the Auto Unlock on Exit information accordingly within <TDisplay>. Any invalid value shall be considered invalid by HMI.
SWE1-VC-FlashLightWithLock-046	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-716	Flash Light With Lock	The HMI layer shall send a request to VehicleConfigManager to retrieve the Flash_Light_With_Lock_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Flash_Light_With_Lock_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Flash_Light_With_Lock_Menu PROXI value to determine the availability of the Flash Light with Lock feature. If $Flash_Light_With_Lock_Menu$ = [Absent], the LTM or ETM shall not display the Flash Light with Lock customer setting.
SWE1-VC-FlashLightWithLock-047	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-717	Flash Light With Lock	The HMI layer shall send a request to VehicleConfigManager to retrieve the Flash_Light_With_Lock_Menu PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Flash_Light_With_Lock_Menu value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received Flash_Light_With_Lock_Menu PROXI value to determine the availability of the Flash Light with Lock feature. If $Flash_Light_With_Lock_Menu$ = [Present], the LTM or ETM shall display the Flash Light with Lock customer setting to allow the customer the ability to modify the setting.
SWE1-VC-FlashLightWithLock-048	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-718	Flash Light With Lock	The HMI layer shall capture the customer selection for the Flash Light with Lock setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.FlashLightWLock_Req signal value as Off. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-FlashLightWithLock-049	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-719	Flash Light With Lock	The HMI layer shall capture the customer selection for the Flash Light with Lock setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.FlashLightWLock_Req signal value as On. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
SWE1-VC-FlashLightWithLock-050	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-720	Flash Light With Lock	HW supplier shall notify the IPC_VEHICLE_SETUP.FlashLightWLock signal via VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP.FlashLightWLock signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to HMI via API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP.FlashLightWLock signal and update/display the Flash Light with Lock information accordingly within <TDisplay>. Any invalid value shall be considered invalid by HMI.
SWE1-VC-NavigationTurnbyTurn-053	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-722	Navigation Turn by Turn	The HMI layer shall send a request to VehicleConfigManager to retrieve the NAV_Presence PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested NAV_Presence value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received NAV_Presence PROXI value to determine the availability of the Navigation Turn by Turn feature. If $NAV_Presence$ = [Absent], the LTM or ETM shall not display the Navigation Turn by Turn customer setting.
SWE1-VC-NavigationTurnbyTurn-054	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-723	Navigation Turn by Turn	The HMI layer shall send a request to VehicleConfigManager to retrieve the NAV_Presence PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested NAV_Presence value from SystemProperties / HW configuration. The response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer. The HMI layer shall evaluate the received NAV_Presence PROXI value to determine the availability of the Navigation Turn by Turn feature. If $NAV_Presence$ = [Present], the LTM or ETM shall display the Navigation Turn by Turn customer setting to allow the customer the ability to modify the setting.
SWE1-VC-NavigationTurnbyTurn-055	Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features	SYS-RA-VF230_V1-724	Navigation Turn by Turn	The HMI layer shall capture the customer selection for the Navigation Turn by Turn setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.NavigationRepetition_Req signal value as Off. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for HW/IPC update. HW supplier shall process the request signal via VHAL interface. The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.
